Parallel writer running on cpu 23
mean: 89.18, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 94.86, min: 87, 50th: 91, 90th: 106, 99th: 112, max: 118
mean: 94.64, min: 87, 50th: 91, 90th: 105, 99th: 117, max: 118
mean: 94.58, min: 87, 50th: 92, 90th: 105, 99th: 114, max: 117
mean: 95.30, min: 86, 50th: 92, 90th: 108, 99th: 116, max: 123
mean: 95.90, min: 87, 50th: 93, 90th: 109, 99th: 118, max: 119
mean: 94.00, min: 86, 50th: 91, 90th: 105, 99th: 111, max: 115
mean: 94.36, min: 86, 50th: 91, 90th: 105, 99th: 118, max: 119
mean: 94.42, min: 86, 50th: 91, 90th: 105, 99th: 114, max: 115
mean: 95.20, min: 87, 50th: 91, 90th: 110, 99th: 118, max: 120
mean: 94.64, min: 85, 50th: 91, 90th: 108, 99th: 114, max: 115
mean: 95.10, min: 87, 50th: 92, 90th: 108, 99th: 117, max: 117
mean: 94.50, min: 87, 50th: 91, 90th: 105, 99th: 117, max: 120
mean: 94.85, min: 86, 50th: 92, 90th: 105, 99th: 118, max: 120
mean: 94.18, min: 86, 50th: 91, 90th: 105, 99th: 112, max: 112
mean: 94.76, min: 86, 50th: 91, 90th: 106, 99th: 113, max: 114
mean: 94.71, min: 87, 50th: 92, 90th: 106, 99th: 118, max: 118
mean: 94.94, min: 86, 50th: 91, 90th: 109, 99th: 116, max: 117
mean: 94.04, min: 86, 50th: 91, 90th: 104, 99th: 116, max: 119
Unmapped...
mean: 92.48, min: 87, 50th: 90, 90th: 102, 99th: 109, max: 112
mean: 89.49, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 98
mean: 89.31, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.47, min: 88, 50th: 90, 90th: 91, 99th: 91, max: 97
mean: 89.02, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 102
mean: 89.38, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 98
mean: 90.06, min: 88, 50th: 89, 90th: 91, 99th: 113, max: 137
mean: 89.60, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 89.42, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 88.56, min: 86, 50th: 88, 90th: 91, 99th: 91, max: 93
mean: 89.17, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 88.98, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 89.00, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 99
mean: 89.28, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.06, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.57, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.58, min: 87, 50th: 90, 90th: 91, 99th: 95, max: 96
mean: 89.22, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.54, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 88.54, min: 87, 50th: 88, 90th: 90, 99th: 96, max: 97
mean: 88.38, min: 85, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.47, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 88.76, min: 87, 50th: 88, 90th: 90, 99th: 94, max: 96
mean: 89.51, min: 88, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 89.57, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 88.98, min: 86, 50th: 89, 90th: 90, 99th: 97, max: 98
mean: 89.17, min: 87, 50th: 88, 90th: 91, 99th: 95, max: 98
mean: 89.52, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.46, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 89.19, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.46, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 89.47, min: 86, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 88.83, min: 87, 50th: 88, 90th: 90, 99th: 97, max: 98
mean: 89.22, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 88.47, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.25, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 89.30, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.04, min: 88, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.43, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 89.41, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 103
mean: 89.40, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.46, min: 86, 50th: 90, 90th: 91, 99th: 97, max: 98
mean: 89.46, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.12, min: 87, 50th: 89, 90th: 90, 99th: 98, max: 99
mean: 89.10, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.20, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.53, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 101
mean: 89.06, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.02, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.10, min: 87, 50th: 88, 90th: 91, 99th: 95, max: 97
mean: 89.34, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 88.62, min: 87, 50th: 88, 90th: 90, 99th: 96, max: 97
mean: 88.60, min: 87, 50th: 88, 90th: 90, 99th: 95, max: 96
mean: 89.46, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.66, min: 85, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 88.99, min: 88, 50th: 89, 90th: 90, 99th: 94, max: 94
mean: 89.06, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 98
mean: 88.98, min: 86, 50th: 88, 90th: 90, 99th: 98, max: 106
mean: 89.42, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 99
mean: 89.49, min: 85, 50th: 90, 90th: 91, 99th: 98, max: 99
mean: 88.94, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.22, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 97
mean: 89.10, min: 86, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.07, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 89.09, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 88.40, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.55, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 98
mean: 88.91, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 98
mean: 88.46, min: 86, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.06, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 88.95, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.99, min: 85, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.49, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.50, min: 85, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 89.49, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 99
mean: 89.10, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.06, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.06, min: 88, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 88.34, min: 86, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.65, min: 87, 50th: 90, 90th: 91, 99th: 98, max: 98
mean: 89.29, min: 86, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.10, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 98
mean: 89.11, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.54, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.46, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 88.98, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.84, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 88.99, min: 85, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.50, min: 85, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.06, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 89.18, min: 86, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 99
mean: 89.01, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 96
mean: 88.98, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 88.96, min: 88, 50th: 89, 90th: 90, 99th: 94, max: 96
mean: 88.70, min: 87, 50th: 88, 90th: 90, 99th: 94, max: 96
mean: 88.83, min: 86, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.11, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 100
mean: 89.18, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 97
mean: 89.54, min: 86, 50th: 89, 90th: 91, 99th: 97, max: 99
mean: 89.59, min: 87, 50th: 90, 90th: 91, 99th: 98, max: 98
mean: 88.83, min: 87, 50th: 88, 90th: 91, 99th: 94, max: 95
mean: 89.03, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.00, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.28, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 88.90, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.29, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 88.82, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.94, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.52, min: 87, 50th: 90, 90th: 91, 99th: 95, max: 98
mean: 89.17, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 98
mean: 89.54, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 88.98, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.41, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.06, min: 88, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.91, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.16, min: 86, 50th: 89, 90th: 91, 99th: 94, max: 98
mean: 89.48, min: 86, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.14, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 88.58, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 98
mean: 88.99, min: 88, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 89.08, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 98
mean: 89.12, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 98
mean: 88.47, min: 86, 50th: 88, 90th: 89, 99th: 97, max: 97
mean: 89.64, min: 86, 50th: 90, 90th: 91, 99th: 96, max: 98
mean: 88.40, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.25, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.50, min: 86, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 88.82, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.40, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 88.91, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 88.87, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.56, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.10, min: 86, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 89.30, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 88.41, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 98
mean: 88.93, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 99
mean: 88.97, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.03, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 96
mean: 88.86, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.55, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.08, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 99
mean: 89.42, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 98
mean: 89.42, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.43, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 89.25, min: 88, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 88.84, min: 87, 50th: 88, 90th: 91, 99th: 95, max: 96
mean: 89.26, min: 88, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 88.91, min: 85, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.46, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 88.98, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.94, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 88.86, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 89.06, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.47, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 88.86, min: 86, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.43, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 96
mean: 89.13, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.29, min: 86, 50th: 89, 90th: 91, 99th: 98, max: 99
mean: 88.97, min: 86, 50th: 89, 90th: 90, 99th: 94, max: 98
mean: 88.99, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 88.96, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 88.91, min: 86, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 89.00, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.14, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 98
mean: 88.75, min: 86, 50th: 88, 90th: 90, 99th: 97, max: 98
mean: 89.02, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 88.42, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 98
mean: 89.01, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.12, min: 86, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 89.30, min: 85, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.22, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 94
mean: 89.01, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 88.87, min: 87, 50th: 88, 90th: 91, 99th: 95, max: 98
mean: 89.40, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 89.46, min: 87, 50th: 90, 90th: 91, 99th: 91, max: 96
mean: 89.06, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 89.49, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 88.58, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 98
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.24, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.29, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 89.49, min: 86, 50th: 90, 90th: 91, 99th: 95, max: 98
mean: 88.94, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 88.88, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.10, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.46, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 145
mean: 89.77, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 129
mean: 90.34, min: 87, 50th: 89, 90th: 91, 99th: 131, max: 144
mean: 90.34, min: 86, 50th: 88, 90th: 91, 99th: 159, max: 159
mean: 89.38, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 99
mean: 90.05, min: 88, 50th: 90, 90th: 91, 99th: 96, max: 147
mean: 89.74, min: 88, 50th: 89, 90th: 91, 99th: 98, max: 132
mean: 89.25, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 89.54, min: 88, 50th: 89, 90th: 91, 99th: 97, max: 112
mean: 89.50, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 89.21, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 96
mean: 89.64, min: 87, 50th: 90, 90th: 91, 99th: 98, max: 99
mean: 89.14, min: 88, 50th: 89, 90th: 91, 99th: 95, max: 96
mean: 89.46, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 98
mean: 89.58, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 89.58, min: 86, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.46, min: 87, 50th: 89, 90th: 91, 99th: 93, max: 95
mean: 89.14, min: 88, 50th: 89, 90th: 90, 99th: 96, max: 98
mean: 89.46, min: 88, 50th: 90, 90th: 91, 99th: 97, max: 97
mean: 89.55, min: 87, 50th: 90, 90th: 91, 99th: 95, max: 96
mean: 89.28, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 98
mean: 89.04, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 94
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 94
mean: 88.97, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.49, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 99
mean: 89.25, min: 87, 50th: 88, 90th: 91, 99th: 98, max: 152
mean: 89.51, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 100
mean: 89.33, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 108
mean: 89.42, min: 88, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 89.54, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.50, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 88.90, min: 87, 50th: 88, 90th: 91, 99th: 94, max: 97
mean: 89.02, min: 86, 50th: 88, 90th: 91, 99th: 96, max: 96
mean: 89.49, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.15, min: 86, 50th: 89, 90th: 91, 99th: 96, max: 98
mean: 88.95, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 89.62, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 98
mean: 88.93, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 98
mean: 89.10, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 98
mean: 89.42, min: 86, 50th: 89, 90th: 91, 99th: 98, max: 98
mean: 89.38, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 94
mean: 89.18, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 99
mean: 89.45, min: 88, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.50, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 88.38, min: 86, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 88.41, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 88.87, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.52, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.58, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 89.12, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 97
mean: 89.44, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 89.50, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 89.03, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 89.18, min: 88, 50th: 89, 90th: 91, 99th: 96, max: 98
mean: 88.58, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 97
mean: 88.87, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.47, min: 88, 50th: 90, 90th: 91, 99th: 93, max: 95
mean: 88.71, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.42, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 89.10, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 89.18, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 99
mean: 89.55, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 89.53, min: 88, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 88.39, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 98
mean: 88.44, min: 87, 50th: 88, 90th: 89, 99th: 97, max: 98
mean: 89.56, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 98
mean: 88.88, min: 87, 50th: 89, 90th: 90, 99th: 93, max: 94
mean: 88.81, min: 86, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 88.72, min: 88, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.91, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 89.57, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 89.02, min: 87, 50th: 89, 90th: 90, 99th: 97, max: 98
mean: 89.36, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 89.35, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 88.94, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 101
mean: 89.20, min: 88, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.10, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 104
mean: 88.95, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 103
mean: 88.86, min: 87, 50th: 88, 90th: 90, 99th: 97, max: 99
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 88.34, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.46, min: 85, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.01, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 98
mean: 89.15, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 88.99, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 95
mean: 89.48, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 89.44, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 98
mean: 89.22, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.49, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.10, min: 88, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 88.90, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 96
mean: 89.18, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 95
mean: 88.92, min: 88, 50th: 89, 90th: 90, 99th: 94, max: 94
mean: 88.97, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.38, min: 88, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 94, max: 94
mean: 88.82, min: 85, 50th: 89, 90th: 90, 99th: 96, max: 96
mean: 89.39, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 95
mean: 89.48, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.58, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 97
mean: 88.91, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.10, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.30, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 88.42, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.62, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 98
mean: 89.32, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.43, min: 87, 50th: 90, 90th: 91, 99th: 91, max: 96
mean: 89.44, min: 88, 50th: 89, 90th: 91, 99th: 93, max: 95
mean: 88.92, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.82, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.11, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.53, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 89.28, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.24, min: 85, 50th: 89, 90th: 91, 99th: 96, max: 96
mean: 88.32, min: 86, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.54, min: 86, 50th: 90, 90th: 91, 99th: 94, max: 96
mean: 89.27, min: 87, 50th: 89, 90th: 91, 99th: 97, max: 98
mean: 89.13, min: 88, 50th: 89, 90th: 91, 99th: 95, max: 95
mean: 89.48, min: 86, 50th: 90, 90th: 91, 99th: 94, max: 95
mean: 88.99, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 97
mean: 89.41, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 97
mean: 89.46, min: 87, 50th: 90, 90th: 91, 99th: 96, max: 97
mean: 88.98, min: 87, 50th: 89, 90th: 90, 99th: 96, max: 97
mean: 89.30, min: 87, 50th: 89, 90th: 91, 99th: 98, max: 98
mean: 89.26, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 88.47, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 88.74, min: 85, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.24, min: 87, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 88.84, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 88.90, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.34, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 88.64, min: 87, 50th: 88, 90th: 90, 99th: 96, max: 97
mean: 88.94, min: 88, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.34, min: 87, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 88.29, min: 86, 50th: 88, 90th: 89, 99th: 96, max: 97
mean: 89.54, min: 86, 50th: 90, 90th: 91, 99th: 95, max: 97
mean: 88.98, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 104
mean: 89.11, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 95
mean: 88.83, min: 86, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 89.62, min: 87, 50th: 90, 90th: 91, 99th: 97, max: 99
mean: 89.51, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
mean: 89.37, min: 87, 50th: 89, 90th: 91, 99th: 94, max: 98
mean: 89.45, min: 88, 50th: 89, 90th: 91, 99th: 95, max: 98
mean: 88.66, min: 87, 50th: 88, 90th: 91, 99th: 96, max: 97
mean: 89.54, min: 88, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 89.48, min: 87, 50th: 90, 90th: 91, 99th: 94, max: 94
mean: 88.91, min: 88, 50th: 89, 90th: 90, 99th: 94, max: 95
mean: 88.86, min: 87, 50th: 89, 90th: 90, 99th: 95, max: 96
mean: 88.94, min: 87, 50th: 88, 90th: 91, 99th: 97, max: 98
mean: 89.06, min: 86, 50th: 88, 90th: 91, 99th: 97, max: 97
mean: 89.26, min: 87, 50th: 89, 90th: 91, 99th: 96, max: 97
